2023-11-24T15:46:22.797791-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitForPharo9 | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:50:05.921043-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Glamorous | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:05.921349-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Material | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:06.237311-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Material | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:06.237642-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Hydra | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:06.289733-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Hydra | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:06.290051-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-DevTool | github://feenkcom/Brick:main/src | CommandLine handler processNewUndeclaredWarning: BrDevAptitudeGraphOverview>>buildLookAndModelGraph (GtMondrian is Undeclared)
NewUndeclaredWarning: BrDevAptitudeOverview>>buildCoderArtifactReferenceList: (GtCompositeHighlighter is Undeclared)
NewUndeclaredWarning: BrDevAptitudeOverview>>buildCoderArtifactReferenceList: (GtPharoVariableReferenceHighlighter is Undeclared)
NewUndeclaredWarning: BrDevAptitudeOverview>>buildCoderArtifactReferenceList: (GtPharoMethodCoder is Undeclared)
NewUndeclaredWarning: BrDevAptitudeOverview>>buildLookHierarchy (GtCoderClassesHierarchyTree is Undeclared)
NewUndeclaredWarning: BrDevAptitudeOverview>>buildSmallReferencesList: (GtPhlowListToSelectHandler is Undeclared)
NewUndeclaredWarning: BrAptitude class>>gtCoderAptitudeHierarchyFor:context: (GtCoderClassesHierarchyTree is Undeclared)
NewUndeclaredWarning: BrAptitude class>>gtCoderAptitudeHierarchyFor:context: (GtClassCoderTool is Undeclared)

2023-11-24T15:50:06.607394-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-DevTool | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:06.607709-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Examples | github://feenkcom/Brick:main/src | CommandLine handler processNewUndeclaredWarning: BrTextStreamExamples>>elaborateTextAndAdornment (GtPhlowView is Undeclared)

2023-11-24T15:50:07.719895-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Examples | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:07.720651-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Theme | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:07.923611-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Theme | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:07.923925-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Theme-Examples | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:08.0807-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Theme-Examples | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:08.080975-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Theme-Migration | github://feenkcom/Brick:main/src | CommandLine handler processNewUndeclaredWarning: BrThemeMigration>>refactoringAddChildInitializer:withColors:in: (GtRBSilentlyAddMethodRefactoring is Undeclared)
NewUndeclaredWarning: BrThemeMigration>>refactoringAddParentInitializerWithChildThemes:in: (GtRBSilentlyAddMethodRefactoring is Undeclared)

2023-11-24T15:50:08.128369-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Theme-Migration | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:08.128704-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Editor-Examples | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:09.205387-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Brick | GtRlPackageLoadAction | Brick-Editor-Examples | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:50:09.205752-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitBasicUtility | GtRlPackageLoadAction | GToolkit-Utility-Basic | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:09.419202-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitBasicUtility | GtRlPackageLoadAction | GToolkit-Utility-Basic | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:09.419533-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitAnnouncerUtility | GtRlPackageLoadAction | GToolkit-Utility-Announcer | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:09.537199-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitAnnouncerUtility | GtRlPackageLoadAction | GToolkit-Utility-Announcer | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:09.53746-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitNotifications | GtRlPackageLoadAction | GToolkit-Notifications | github://feenkcom/gtoolkit-notifications:main/src | CommandLine handler processNewUndeclaredWarning: GtObjectNotificationMessageElement>>inspectObject (GtWorldUtility is Undeclared)
NewUndeclaredWarning: GtObjectNotificationMessage>>registerNotifications (GtWorld is Undeclared)

2023-11-24T15:50:10.03003-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitNotifications | GtRlPackageLoadAction | GToolkit-Notifications | github://feenkcom/gtoolkit-notifications:main/src | CommandLine handler process
2023-11-24T15:50:10.03033-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitAssertionUtility | GtRlPackageLoadAction | GToolkit-Utility-Assertion | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:10.116702-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitAssertionUtility | GtRlPackageLoadAction | GToolkit-Utility-Assertion | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:10.11698-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | FFICHeaderExtractor | GtRlPackageLoadAction | FFICHeaderExtractor | github://pharo-contributions/FFICHeaderExtractor:v1.0.2/repository | CommandLine handler process
2023-11-24T15:50:10.221037-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | FFICHeaderExtractor | GtRlPackageLoadAction | FFICHeaderExtractor | github://pharo-contributions/FFICHeaderExtractor:v1.0.2/repository | CommandLine handler process
2023-11-24T15:50:10.221305-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | FFICHeaderExtractor | GtRlPackageLoadAction | FFICHeaderExtractor-Tests | github://pharo-contributions/FFICHeaderExtractor:v1.0.2/repository | CommandLine handler process
2023-11-24T15:50:10.301417-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | FFICHeaderExtractor | GtRlPackageLoadAction | FFICHeaderExtractor-Tests | github://pharo-contributions/FFICHeaderExtractor:v1.0.2/repository | CommandLine handler process
2023-11-24T15:50:10.30169-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | FFICHeaderExtractor | GtRlPackageLoadAction | FFICHeaderExtractor-LibC | github://pharo-contributions/FFICHeaderExtractor:v1.0.2/repository | CommandLine handler process
2023-11-24T15:50:10.388752-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | FFICHeaderExtractor | GtRlPackageLoadAction | FFICHeaderExtractor-LibC | github://pharo-contributions/FFICHeaderExtractor:v1.0.2/repository | CommandLine handler process
2023-11-24T15:50:10.389015-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitFileUtility | GtRlPackageLoadAction | GToolkit-Utility-URL | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:10.709373-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitFileUtility | GtRlPackageLoadAction | GToolkit-Utility-URL | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:10.709615-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitFileUtility | GtRlPackageLoadAction | GToolkit-Utility-System | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler processNewUndeclaredWarning: GtSubprocessWithInMemoryOutput>>initialize (GtExternalProcessBuilder is Undeclared)

2023-11-24T15:50:11.381706-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitFileUtility | GtRlPackageLoadAction | GToolkit-Utility-System | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:11.382039-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitFileUtility | GtRlPackageLoadAction | GToolkit-Utility-File | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler processNewUndeclaredWarning: GtFileReferenceWithRanges>>gtStyledCodeFor: (SmaCCParser is Undeclared)

2023-11-24T15:50:11.879024-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitFileUtility | GtRlPackageLoadAction | GToolkit-Utility-File | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:11.879279-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-MessageTally | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler processNewUndeclaredWarning: GtBlocUIProcessTally class>>inspectTally: (GtInspector is Undeclared)
NewUndeclaredWarning: GtBlocUIProcessTally class>>inspectTally: (GtInspector is Undeclared)

2023-11-24T15:50:11.987198-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-MessageTally | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:11.987475-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-SpaceTally | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.246625-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-SpaceTally | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.246928-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Tests | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.350697-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Tests | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.350922-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Properties | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler processNewUndeclaredWarning: GtPropertiesFile>>loadProperties (LeJsonV4 is Undeclared)
NewUndeclaredWarning: GtPropertiesFile>>saveProperties (LeJsonV4 is Undeclared)

2023-11-24T15:50:12.550896-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Properties | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.551147-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-ClassLoader | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.622218-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-ClassLoader | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.6225-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-UndeclaredReferences | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.692395-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-UndeclaredReferences | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.692668-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Git | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.792772-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Git | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.79309-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-GitHub | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler processNewUndeclaredWarning: GtGhIssue>>gtViewIssueBodyFor: (LeSnippetStyler is Undeclared)

2023-11-24T15:50:12.980977-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-GitHub | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:12.981259-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-ExtensionMethodsAnalysis | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler processNewUndeclaredWarning: GtIssuesRelatedPharoIssuesExtractor>>targetPage (LeDatabasesRegistry is Undeclared)

2023-11-24T15:50:13.110154-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-ExtensionMethodsAnalysis | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.110421-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Deprecation | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.240157-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Deprecation | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.24039-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Logging | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.527392-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-Logging | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.527628-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Releaser-Logging-Analysis | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.617309-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Releaser-Logging-Analysis | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.617542-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-ObjectConnections | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.720127-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitUtility | GtRlPackageLoadAction | GToolkit-Utility-ObjectConnections | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:50:13.720417-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitPhlow | GtRlPackageLoadAction | GToolkit-Phlow | github://feenkcom/gtoolkit-phlow:main/src | CommandLine handler processNewUndeclaredWarning: GtPhlowView>>basicOn:perform:withArguments: (GtPhlowViewsCollectorSameViewError is Undeclared)
NewUndeclaredWarning: GtPhlowGroupedListView>>headerDataBinder (headerDataBinder is Undeclared)
NewUndeclaredWarning: GtPhlowGroupedListView>>headerDataBinder: (headerDataBinder is Undeclared)

2023-11-24T15:50:15.840382-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitPhlow | GtRlPackageLoadAction | GToolkit-Phlow | github://feenkcom/gtoolkit-phlow:main/src | CommandLine handler process
2023-11-24T15:50:15.840726-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitPager | GtRlPackageLoadAction | GToolkit-Pager | github://feenkcom/gtoolkit-pager:main/src | CommandLine handler process
2023-11-24T15:50:16.377702-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitPager | GtRlPackageLoadAction | GToolkit-Pager | github://feenkcom/gtoolkit-pager:main/src | CommandLine handler process
2023-11-24T15:50:16.378007-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitCompleter | GtRlPackageLoadAction | GToolkit-Completer | github://feenkcom/gtoolkit-completer:main/src | CommandLine handler processSystemNotification: GtCompleterControllerExamples>>enter:into:(completionController is shadowed)
